 ,X,Y,Red,Green,Blue
1,137,54,174,174,174
2,138,54,156,156,156
3,139,54,154,154,154
4,140,54,151,151,151
5,141,54,152,152,152
6,142,54,154,154,154
7,143,54,157,157,157
8,144,54,163,163,163
9,145,54,170,170,170
10,146,54,172,172,172
11,147,54,174,174,174
12,148,54,174,174,174
13,149,54,174,174,174
14,150,54,175,175,175
15,151,54,176,176,176
16,152,54,172,172,172
17,153,54,171,171,171
18,154,54,173,173,173
19,155,54,174,174,174
20,156,54,177,177,177
21,157,54,188,188,188
22,158,54,194,194,194
23,138,55,139,139,139
24,139,55,127,127,127
25,140,55,121,121,121
26,141,55,117,117,117
27,142,55,119,119,119
28,143,55,119,119,119
29,144,55,130,130,130
30,145,55,137,137,137
31,146,55,141,141,141
32,147,55,145,145,145
33,148,55,146,146,146
34,149,55,145,145,145
35,150,55,143,143,143
36,151,55,138,138,138
37,152,55,134,134,134
38,153,55,137,137,137
39,154,55,137,137,137
40,155,55,142,142,142
41,156,55,148,148,148
42,157,55,158,158,158
43,158,55,161,161,161
44,139,56,122,122,122
45,140,56,111,111,111
46,141,56,110,110,110
47,142,56,111,111,111
48,143,56,108,108,108
49,144,56,117,117,117
50,145,56,120,120,120
51,146,56,123,123,123
52,147,56,127,127,127
53,148,56,126,126,126
54,149,56,130,130,130
55,150,56,130,130,130
56,151,56,125,125,125
57,152,56,119,119,119
58,153,56,115,115,115
59,154,56,116,116,116
60,155,56,121,121,121
61,156,56,125,125,125
62,157,56,131,131,131
63,158,56,130,130,130
64,139,57,143,143,143
65,140,57,115,115,115
66,141,57,107,107,107
67,142,57,107,107,107
68,143,57,106,106,106
69,144,57,108,108,108
70,145,57,114,114,114
71,146,57,116,116,116
72,147,57,110,110,110
73,148,57,115,115,115
74,149,57,114,114,114
75,150,57,117,117,117
76,151,57,116,116,116
77,152,57,112,112,112
78,153,57,109,109,109
79,154,57,109,109,109
80,155,57,110,110,110
81,156,57,110,110,110
82,157,57,115,115,115
83,158,57,114,114,114
84,140,58,130,130,130
85,141,58,111,111,111
86,142,58,110,110,110
87,143,58,107,107,107
88,144,58,108,108,108
89,145,58,110,110,110
90,146,58,110,110,110
91,147,58,110,110,110
92,148,58,107,107,107
93,149,58,105,105,105
94,150,58,111,111,111
95,151,58,111,111,111
96,152,58,113,113,113
97,153,58,107,107,107
98,154,58,107,107,107
99,155,58,107,107,107
100,156,58,104,104,104
101,157,58,105,105,105
102,158,58,106,106,106
103,141,59,120,120,120
104,142,59,112,112,112
105,143,59,112,112,112
106,144,59,108,108,108
107,145,59,104,104,104
108,146,59,107,107,107
109,147,59,106,106,106
110,148,59,105,105,105
111,149,59,103,103,103
112,150,59,106,106,106
113,151,59,107,107,107
114,152,59,106,106,106
115,153,59,101,101,101
116,154,59,103,103,103
