 ,X,Y,Red,Green,Blue
1,45,18,78,78,78
2,46,18,77,77,77
3,47,18,76,76,76
4,48,18,79,79,79
5,49,18,76,76,76
6,50,18,78,78,78
7,51,18,78,78,78
8,52,18,82,82,82
9,53,18,83,83,83
10,54,18,83,83,83
11,55,18,85,85,85
12,56,18,83,83,83
13,57,18,81,81,81
14,58,18,86,86,86
15,59,18,96,96,96
16,44,19,79,79,79
17,45,19,71,71,71
18,46,19,74,74,74
19,47,19,69,69,69
20,48,19,74,74,74
21,49,19,71,71,71
22,50,19,73,73,73
23,51,19,78,78,78
24,52,19,80,80,80
25,53,19,81,81,81
26,54,19,80,80,80
27,55,19,83,83,83
28,56,19,81,81,81
29,57,19,79,79,79
30,58,19,83,83,83
31,43,20,79,79,79
32,44,20,74,74,74
33,45,20,70,70,70
34,46,20,69,69,69
35,47,20,74,74,74
36,48,20,72,72,72
37,49,20,77,77,77
38,50,20,77,77,77
39,51,20,78,78,78
40,52,20,82,82,82
41,53,20,82,82,82
42,54,20,83,83,83
43,55,20,83,83,83
44,56,20,84,84,84
45,57,20,83,83,83
46,58,20,93,93,93
47,42,21,94,94,94
48,43,21,81,81,81
49,44,21,82,82,82
50,45,21,81,81,81
51,46,21,85,85,85
52,47,21,85,85,85
53,48,21,86,86,86
54,49,21,89,89,89
55,50,21,89,89,89
56,51,21,88,88,88
57,52,21,90,90,90
58,53,21,90,90,90
59,54,21,92,92,92
60,55,21,92,92,92
61,56,21,90,90,90
62,57,21,90,90,90
