 ,X,Y,Red,Green,Blue
1,96,24,168,168,168
2,97,24,143,143,143
3,98,24,138,138,138
4,99,24,139,139,139
5,100,24,147,147,147
6,101,24,148,148,148
7,102,24,149,149,149
8,103,24,150,150,150
9,104,24,149,149,149
10,105,24,153,153,153
11,106,24,150,150,150
12,107,24,146,146,146
13,108,24,142,142,142
14,109,24,140,140,140
15,110,24,136,136,136
16,111,24,135,135,135
17,97,25,136,136,136
18,98,25,124,124,124
19,99,25,132,132,132
20,100,25,167,167,167
21,101,25,171,171,171
22,102,25,175,175,175
23,103,25,173,173,173
24,104,25,174,174,174
25,105,25,172,172,172
26,106,25,172,172,172
27,107,25,168,168,168
28,108,25,166,166,166
29,109,25,161,161,161
30,110,25,158,158,158
31,111,25,156,156,156
32,112,25,143,143,143
33,97,26,152,152,152
34,98,26,126,126,126
35,99,26,125,125,125
36,100,26,162,162,162
37,101,26,185,185,185
38,102,26,188,188,188
39,103,26,188,188,188
40,104,26,191,191,191
41,105,26,191,191,191
42,106,26,192,192,192
43,107,26,192,192,192
44,108,26,190,190,190
45,109,26,186,186,186
46,110,26,187,187,187
47,111,26,186,186,186
48,112,26,169,169,169
49,113,26,131,131,131
50,98,27,133,133,133
51,99,27,122,122,122
52,100,27,140,140,140
53,101,27,184,184,184
54,102,27,195,195,195
55,103,27,196,196,196
56,104,27,194,194,194
57,105,27,199,199,199
58,106,27,200,200,200
59,107,27,196,196,196
60,108,27,198,198,198
61,109,27,197,197,197
62,110,27,194,194,194
63,111,27,196,196,196
64,112,27,191,191,191
65,113,27,163,163,163
66,114,27,129,129,129
67,98,28,152,152,152
68,99,28,123,123,123
69,100,28,129,129,129
70,101,28,168,168,168
71,102,28,197,197,197
72,103,28,204,204,204
73,104,28,201,201,201
74,105,28,204,204,204
75,106,28,204,204,204
76,107,28,204,204,204
77,108,28,203,203,203
78,109,28,203,203,203
79,110,28,203,203,203
80,111,28,201,201,201
81,112,28,197,197,197
82,113,28,189,189,189
83,114,28,155,155,155
84,115,28,131,131,131
85,99,29,140,140,140
86,100,29,131,131,131
87,101,29,154,154,154
88,102,29,195,195,195
89,103,29,201,201,201
90,104,29,202,202,202
91,105,29,205,205,205
92,106,29,207,207,207
93,107,29,205,205,205
94,108,29,206,206,206
95,109,29,208,208,208
96,110,29,205,205,205
97,111,29,204,204,204
98,112,29,199,199,199
99,113,29,198,198,198
100,114,29,188,188,188
101,115,29,146,146,146
102,116,29,134,134,134
