 ,X,Y,Red,Green,Blue
1,5,38,67,67,67
2,6,38,46,46,46
3,7,38,46,46,46
4,8,38,35,35,35
5,9,38,34,34,34
6,10,38,35,35,35
7,11,38,35,35,35
8,12,38,38,38,38
9,13,38,37,37,37
10,14,38,38,38,38
11,15,38,37,37,37
12,16,38,34,34,34
13,17,38,33,33,33
14,18,38,38,38,38
15,19,38,44,44,44
16,20,38,48,48,48
17,21,38,49,49,49
18,22,38,53,53,53
19,23,38,64,64,64
20,4,39,67,67,67
21,5,39,45,45,45
22,6,39,36,36,36
23,7,39,31,31,31
24,8,39,32,32,32
25,9,39,30,30,30
26,10,39,32,32,32
27,11,39,31,31,31
28,12,39,32,32,32
29,13,39,31,31,31
30,14,39,33,33,33
31,15,39,34,34,34
32,16,39,34,34,34
33,17,39,35,35,35
34,18,39,42,42,42
35,19,39,44,44,44
36,20,39,48,48,48
37,21,39,53,53,53
38,22,39,61,61,61
39,3,40,66,66,66
40,4,40,45,45,45
41,5,40,38,38,38
42,6,40,33,33,33
43,7,40,29,29,29
44,8,40,27,27,27
45,9,40,28,28,28
46,10,40,31,31,31
47,11,40,29,29,29
48,12,40,28,28,28
49,13,40,27,27,27
50,14,40,30,30,30
51,15,40,31,31,31
52,16,40,35,35,35
53,17,40,35,35,35
54,18,40,41,41,41
55,19,40,46,46,46
56,20,40,54,54,54
57,21,40,63,63,63
58,2,41,64,64,64
59,3,41,47,47,47
60,4,41,38,38,38
61,5,41,34,34,34
62,6,41,31,31,31
63,7,41,26,26,26
64,8,41,26,26,26
65,9,41,26,26,26
66,10,41,29,29,29
67,11,41,29,29,29
68,12,41,27,27,27
69,13,41,28,28,28
70,14,41,32,32,32
71,15,41,32,32,32
72,16,41,33,33,33
73,17,41,43,43,43
74,18,41,50,50,50
75,19,41,56,56,56
76,20,41,64,64,64
77,1,42,62,62,62
78,2,42,47,47,47
79,3,42,38,38,38
80,4,42,32,32,32
81,5,42,28,28,28
82,6,42,29,29,29
83,7,42,24,24,24
84,8,42,24,24,24
85,9,42,24,24,24
86,10,42,29,29,29
87,11,42,29,29,29
88,12,42,29,29,29
89,13,42,29,29,29
90,14,42,33,33,33
91,15,42,36,36,36
92,16,42,43,43,43
93,17,42,53,53,53
94,18,42,57,57,57
95,19,42,64,64,64
96,0,43,65,65,65
97,1,43,48,48,48
98,2,43,37,37,37
99,3,43,31,31,31
100,4,43,26,26,26
101,5,43,24,24,24
102,6,43,24,24,24
103,7,43,24,24,24
104,8,43,23,23,23
105,9,43,26,26,26
106,10,43,26,26,26
107,11,43,28,28,28
108,12,43,28,28,28
109,13,43,30,30,30
110,14,43,32,32,32
111,15,43,36,36,36
112,16,43,50,50,50
113,17,43,56,56,56
114,18,43,63,63,63
115,19,43,81,81,81
116,-1,44,0,0,0
117,0,44,55,55,55
118,1,44,40,40,40
119,2,44,31,31,31
120,3,44,27,27,27
121,4,44,22,22,22
122,5,44,24,24,24
123,6,44,21,21,21
124,7,44,22,22,22
125,8,44,22,22,22
126,9,44,24,24,24
127,10,44,26,26,26
128,11,44,26,26,26
129,12,44,26,26,26
130,13,44,30,30,30
131,14,44,29,29,29
132,15,44,37,37,37
133,16,44,50,50,50
134,17,44,59,59,59
135,18,44,82,82,82
136,-2,45,0,0,0
137,-1,45,0,0,0
138,0,45,40,40,40
139,1,45,34,34,34
140,2,45,29,29,29
141,3,45,22,22,22
142,4,45,22,22,22
143,5,45,23,23,23
144,6,45,24,24,24
145,7,45,23,23,23
146,8,45,22,22,22
147,9,45,26,26,26
148,10,45,29,29,29
149,11,45,24,24,24
150,12,45,25,25,25
151,13,45,27,27,27
152,14,45,31,31,31
153,15,45,38,38,38
154,16,45,54,54,54
155,17,45,83,83,83
156,-3,46,0,0,0
157,-2,46,0,0,0
158,-1,46,0,0,0
159,0,46,34,34,34
160,1,46,31,31,31
161,2,46,28,28,28
162,3,46,26,26,26
163,4,46,26,26,26
164,5,46,23,23,23
165,6,46,23,23,23
166,7,46,24,24,24
167,8,46,22,22,22
168,9,46,23,23,23
169,10,46,29,29,29
170,11,46,26,26,26
171,12,46,26,26,26
172,13,46,29,29,29
173,14,46,33,33,33
174,15,46,39,39,39
175,16,46,59,59,59
176,-4,47,0,0,0
177,-3,47,0,0,0
178,-2,47,0,0,0
179,-1,47,0,0,0
180,0,47,47,47,47
181,1,47,41,41,41
182,2,47,39,39,39
183,3,47,34,34,34
184,4,47,34,34,34
185,5,47,31,31,31
186,6,47,30,30,30
187,7,47,31,31,31
188,8,47,31,31,31
189,9,47,31,31,31
190,10,47,34,34,34
191,11,47,36,36,36
192,12,47,34,34,34
193,13,47,38,38,38
194,14,47,44,44,44
195,15,47,57,57,57
