 ,X,Y,Red,Green,Blue
1,115,72,169,169,169
2,116,72,142,142,142
3,117,72,135,135,135
4,118,72,144,144,144
5,119,72,168,168,168
6,120,72,173,173,173
7,121,72,176,176,176
8,122,72,181,181,181
9,123,72,185,185,185
10,124,72,180,180,180
11,125,72,172,172,172
12,126,72,169,169,169
13,127,72,172,172,172
14,128,72,185,185,185
15,129,72,189,189,189
16,130,72,186,186,186
17,131,72,192,192,192
18,132,72,201,201,201
19,133,72,200,200,200
20,134,72,202,202,202
21,135,72,203,203,203
22,136,72,205,205,205
23,137,72,199,199,199
24,138,72,199,199,199
25,139,72,195,195,195
26,140,72,192,192,192
27,141,72,179,179,179
28,142,72,173,173,173
29,143,72,169,169,169
30,144,72,176,176,176
31,145,72,176,176,176
32,116,73,130,130,130
33,117,73,115,115,115
34,118,73,119,119,119
35,119,73,130,130,130
36,120,73,135,135,135
37,121,73,139,139,139
38,122,73,153,153,153
39,123,73,169,169,169
40,124,73,164,164,164
41,125,73,152,152,152
42,126,73,152,152,152
43,127,73,160,160,160
44,128,73,177,177,177
45,129,73,179,179,179
46,130,73,175,175,175
47,131,73,178,178,178
48,132,73,182,182,182
49,133,73,183,183,183
50,134,73,181,181,181
51,135,73,180,180,180
52,136,73,180,180,180
53,137,73,176,176,176
54,138,73,175,175,175
55,139,73,169,169,169
56,140,73,163,163,163
57,141,73,143,143,143
58,142,73,126,126,126
59,143,73,117,117,117
60,144,73,120,120,120
61,145,73,123,123,123
62,146,73,129,129,129
63,116,74,141,141,141
64,117,74,115,115,115
65,118,74,114,114,114
66,119,74,112,112,112
67,120,74,112,112,112
68,121,74,113,113,113
69,122,74,124,124,124
70,123,74,144,144,144
71,124,74,168,168,168
72,125,74,168,168,168
73,126,74,167,167,167
74,127,74,172,172,172
75,128,74,172,172,172
76,129,74,173,173,173
77,130,74,170,170,170
78,131,74,171,171,171
79,132,74,174,174,174
80,133,74,172,172,172
81,134,74,174,174,174
82,135,74,171,171,171
83,136,74,169,169,169
84,137,74,168,168,168
85,138,74,165,165,165
86,139,74,155,155,155
87,140,74,149,149,149
88,141,74,132,132,132
89,142,74,111,111,111
90,143,74,104,104,104
91,144,74,104,104,104
92,145,74,105,105,105
93,146,74,109,109,109
94,147,74,122,122,122
95,116,75,161,161,161
96,117,75,123,123,123
97,118,75,119,119,119
98,119,75,115,115,115
99,120,75,126,126,126
100,121,75,122,122,122
101,122,75,118,118,118
102,123,75,119,119,119
103,124,75,130,130,130
104,125,75,137,137,137
105,126,75,152,152,152
106,127,75,167,167,167
107,128,75,158,158,158
108,129,75,151,151,151
109,130,75,144,144,144
110,131,75,142,142,142
111,132,75,144,144,144
112,133,75,144,144,144
113,134,75,146,146,146
114,135,75,145,145,145
115,136,75,150,150,150
116,137,75,146,146,146
117,138,75,141,141,141
118,139,75,124,124,124
119,140,75,115,115,115
120,141,75,110,110,110
121,142,75,100,100,100
122,143,75,94,94,94
123,144,75,101,101,101
124,145,75,103,103,103
125,146,75,102,102,102
126,147,75,104,104,104
127,117,76,138,138,138
128,118,76,127,127,127
129,119,76,118,118,118
130,120,76,126,126,126
131,121,76,128,128,128
132,122,76,119,119,119
133,123,76,115,115,115
134,124,76,114,114,114
135,125,76,114,114,114
136,126,76,125,125,125
137,127,76,141,141,141
138,128,76,125,125,125
139,129,76,115,115,115
140,130,76,109,109,109
141,131,76,108,108,108
142,132,76,112,112,112
143,133,76,112,112,112
144,134,76,113,113,113
145,135,76,115,115,115
146,136,76,116,116,116
147,137,76,113,113,113
148,138,76,111,111,111
149,139,76,107,107,107
150,140,76,101,101,101
151,141,76,95,95,95
152,142,76,96,96,96
153,143,76,93,93,93
154,144,76,96,96,96
155,145,76,96,96,96
156,146,76,99,99,99
157,147,76,102,102,102
158,148,76,112,112,112
159,117,77,143,143,143
160,118,77,120,120,120
161,119,77,115,115,115
162,120,77,112,112,112
163,121,77,116,116,116
164,122,77,115,115,115
165,123,77,112,112,112
166,124,77,111,111,111
167,125,77,112,112,112
168,126,77,120,120,120
169,127,77,129,129,129
170,128,77,113,113,113
171,129,77,109,109,109
172,130,77,105,105,105
