 ,X,Y,Red,Green,Blue
1,78,24,129,129,129
2,79,24,132,132,132
3,80,24,152,152,152
4,81,24,172,172,172
5,82,24,172,172,172
6,83,24,174,174,174
7,84,24,176,176,176
8,85,24,176,176,176
9,86,24,181,181,181
10,87,24,181,181,181
11,88,24,178,178,178
12,89,24,179,179,179
13,90,24,181,181,181
14,91,24,180,180,180
15,92,24,169,169,169
16,93,24,145,145,145
17,78,25,128,128,128
18,79,25,132,132,132
19,80,25,144,144,144
20,81,25,172,172,172
21,82,25,181,181,181
22,83,25,184,184,184
23,84,25,183,183,183
24,85,25,186,186,186
25,86,25,187,187,187
26,87,25,186,186,186
27,88,25,188,188,188
28,89,25,187,187,187
29,90,25,186,186,186
30,91,25,185,185,185
31,92,25,181,181,181
32,93,25,156,156,156
33,94,25,136,136,136
34,78,26,129,129,129
35,79,26,131,131,131
36,80,26,138,138,138
37,81,26,167,167,167
38,82,26,185,185,185
39,83,26,190,190,190
40,84,26,191,191,191
41,85,26,189,189,189
42,86,26,191,191,191
43,87,26,192,192,192
44,88,26,192,192,192
45,89,26,191,191,191
46,90,26,190,190,190
47,91,26,188,188,188
48,92,26,189,189,189
49,93,26,181,181,181
50,94,26,148,148,148
51,95,26,144,144,144
52,78,27,129,129,129
53,79,27,133,133,133
54,80,27,134,134,134
55,81,27,153,153,153
56,82,27,187,187,187
57,83,27,195,195,195
58,84,27,195,195,195
59,85,27,196,196,196
60,86,27,196,196,196
61,87,27,196,196,196
62,88,27,197,197,197
63,89,27,196,196,196
64,90,27,196,196,196
65,91,27,196,196,196
66,92,27,195,195,195
67,93,27,193,193,193
68,94,27,175,175,175
69,95,27,145,145,145
70,78,28,136,136,136
71,79,28,136,136,136
72,80,28,139,139,139
73,81,28,147,147,147
74,82,28,184,184,184
75,83,28,195,195,195
76,84,28,198,198,198
77,85,28,196,196,196
78,86,28,196,196,196
79,87,28,196,196,196
80,88,28,195,195,195
81,89,28,192,192,192
82,90,28,196,196,196
83,91,28,194,194,194
84,92,28,192,192,192
85,93,28,190,190,190
86,94,28,187,187,187
87,95,28,163,163,163
88,96,28,154,154,154
