 ,X,Y,Red,Green,Blue
1,95,19,124,124,124
2,96,19,121,121,121
3,97,19,117,117,117
4,98,19,117,117,117
5,99,19,117,117,117
6,100,19,119,119,119
7,101,19,118,118,118
8,102,19,120,120,120
9,103,19,112,112,112
10,104,19,111,111,111
11,105,19,111,111,111
12,106,19,112,112,112
13,107,19,108,108,108
14,108,19,104,104,104
15,95,20,128,128,128
16,96,20,115,115,115
17,97,20,111,111,111
18,98,20,111,111,111
19,99,20,115,115,115
20,100,20,119,119,119
21,101,20,123,123,123
22,102,20,125,125,125
23,103,20,117,117,117
24,104,20,110,110,110
25,105,20,112,112,112
26,106,20,115,115,115
27,107,20,114,114,114
28,108,20,111,111,111
29,109,20,115,115,115
30,96,21,120,120,120
31,97,21,114,114,114
32,98,21,111,111,111
33,99,21,113,113,113
34,100,21,113,113,113
35,101,21,119,119,119
36,102,21,119,119,119
37,103,21,115,115,115
38,104,21,112,112,112
39,105,21,114,114,114
40,106,21,117,117,117
41,107,21,114,114,114
42,108,21,111,111,111
43,109,21,112,112,112
44,96,22,130,130,130
45,97,22,118,118,118
46,98,22,115,115,115
47,99,22,112,112,112
48,100,22,114,114,114
49,101,22,114,114,114
50,102,22,117,117,117
51,103,22,112,112,112
52,104,22,113,113,113
53,105,22,119,119,119
54,106,22,123,123,123
55,107,22,122,122,122
56,108,22,120,120,120
57,109,22,117,117,117
58,110,22,117,117,117
