 ,X,Y,Red,Green,Blue
1,121,32,157,157,157
2,122,32,139,139,139
3,123,32,134,134,134
4,124,32,134,134,134
5,125,32,135,135,135
6,126,32,132,132,132
7,127,32,131,131,131
8,128,32,135,135,135
9,129,32,137,137,137
10,130,32,130,130,130
11,131,32,125,125,125
12,132,32,131,131,131
13,133,32,135,135,135
14,134,32,137,137,137
15,135,32,136,136,136
16,136,32,147,147,147
17,137,32,156,156,156
18,122,33,142,142,142
19,123,33,119,119,119
20,124,33,120,120,120
21,125,33,117,117,117
22,126,33,111,111,111
23,127,33,109,109,109
24,128,33,111,111,111
25,129,33,116,116,116
26,130,33,108,108,108
27,131,33,106,106,106
28,132,33,112,112,112
29,133,33,116,116,116
30,134,33,119,119,119
31,135,33,123,123,123
32,136,33,130,130,130
33,137,33,136,136,136
34,138,33,151,151,151
35,123,34,133,133,133
36,124,34,122,122,122
37,125,34,114,114,114
38,126,34,110,110,110
39,127,34,102,102,102
40,128,34,106,106,106
41,129,34,109,109,109
42,130,34,104,104,104
43,131,34,102,102,102
44,132,34,107,107,107
45,133,34,109,109,109
46,134,34,110,110,110
47,135,34,112,112,112
48,136,34,114,114,114
49,137,34,115,115,115
50,138,34,126,126,126
51,139,34,146,146,146
52,124,35,127,127,127
53,125,35,117,117,117
54,126,35,109,109,109
55,127,35,103,103,103
56,128,35,104,104,104
57,129,35,110,110,110
58,130,35,107,107,107
59,131,35,102,102,102
60,132,35,106,106,106
61,133,35,108,108,108
62,134,35,111,111,111
63,135,35,109,109,109
64,136,35,112,112,112
65,137,35,113,113,113
66,138,35,116,116,116
67,139,35,125,125,125
68,140,35,141,141,141
69,124,36,154,154,154
70,125,36,125,125,125
71,126,36,116,116,116
72,127,36,109,109,109
73,128,36,110,110,110
74,129,36,109,109,109
75,130,36,106,106,106
76,131,36,106,106,106
77,132,36,110,110,110
78,133,36,110,110,110
79,134,36,112,112,112
80,135,36,115,115,115
81,136,36,115,115,115
82,137,36,113,113,113
83,138,36,117,117,117
84,139,36,121,121,121
85,140,36,124,124,124
86,141,36,132,132,132
87,125,37,142,142,142
88,126,37,124,124,124
89,127,37,118,118,118
90,128,37,114,114,114
91,129,37,113,113,113
92,130,37,110,110,110
93,131,37,115,115,115
94,132,37,117,117,117
95,133,37,117,117,117
96,134,37,116,116,116
97,135,37,120,120,120
98,136,37,117,117,117
99,137,37,118,118,118
100,138,37,120,120,120
101,139,37,117,117,117
102,140,37,120,120,120
103,141,37,121,121,121
104,142,37,129,129,129
105,126,38,137,137,137
106,127,38,125,125,125
107,128,38,124,124,124
108,129,38,124,124,124
109,130,38,122,122,122
110,131,38,122,122,122
111,132,38,122,122,122
112,133,38,125,125,125
113,134,38,126,126,126
114,135,38,125,125,125
115,136,38,127,127,127
116,137,38,122,122,122
117,138,38,123,123,123
118,139,38,123,123,123
119,140,38,124,124,124
120,141,38,121,121,121
121,142,38,125,125,125
122,143,38,125,125,125
123,127,39,144,144,144
124,128,39,139,139,139
125,129,39,139,139,139
126,130,39,137,137,137
127,131,39,137,137,137
128,132,39,137,137,137
129,133,39,135,135,135
130,134,39,137,137,137
131,135,39,138,138,138
132,136,39,137,137,137
133,137,39,131,131,131
134,138,39,130,130,130
135,139,39,133,133,133
136,140,39,130,130,130
137,141,39,129,129,129
138,142,39,125,125,125
139,143,39,127,127,127
140,144,39,128,128,128
