 ,X,Y,Red,Green,Blue
1,57,30,162,162,162
2,58,30,171,171,171
3,59,30,172,172,172
4,60,30,177,177,177
5,61,30,181,181,181
6,62,30,183,183,183
7,63,30,183,183,183
8,64,30,185,185,185
9,65,30,186,186,186
10,66,30,187,187,187
11,67,30,188,188,188
12,68,30,189,189,189
13,69,30,185,185,185
14,70,30,150,150,150
15,71,30,123,123,123
16,72,30,119,119,119
17,73,30,117,117,117
18,74,30,119,119,119
19,56,31,152,152,152
20,57,31,184,184,184
21,58,31,187,187,187
22,59,31,189,189,189
23,60,31,192,192,192
24,61,31,194,194,194
25,62,31,194,194,194
26,63,31,195,195,195
27,64,31,197,197,197
28,65,31,199,199,199
29,66,31,201,201,201
30,67,31,202,202,202
31,68,31,203,203,203
32,69,31,196,196,196
33,70,31,154,154,154
34,71,31,127,127,127
35,72,31,121,121,121
36,73,31,119,119,119
37,74,31,121,121,121
38,55,32,137,137,137
39,56,32,171,171,171
40,57,32,191,191,191
41,58,32,196,196,196
42,59,32,196,196,196
43,60,32,197,197,197
44,61,32,199,199,199
45,62,32,201,201,201
46,63,32,199,199,199
47,64,32,202,202,202
48,65,32,203,203,203
49,66,32,205,205,205
50,67,32,207,207,207
51,68,32,206,206,206
52,69,32,202,202,202
53,70,32,160,160,160
54,71,32,129,129,129
55,72,32,123,123,123
56,73,32,122,122,122
57,74,32,124,124,124
58,55,33,135,135,135
59,56,33,184,184,184
60,57,33,194,194,194
61,58,33,196,196,196
62,59,33,198,198,198
63,60,33,198,198,198
64,61,33,201,201,201
65,62,33,202,202,202
66,63,33,201,201,201
67,64,33,201,201,201
68,65,33,203,203,203
69,66,33,205,205,205
70,67,33,207,207,207
71,68,33,208,208,208
72,69,33,205,205,205
73,70,33,167,167,167
74,71,33,135,135,135
75,72,33,122,122,122
76,73,33,122,122,122
77,74,33,126,126,126
78,54,34,125,125,125
79,55,34,142,142,142
80,56,34,187,187,187
81,57,34,194,194,194
82,58,34,196,196,196
83,59,34,198,198,198
84,60,34,201,201,201
85,61,34,205,205,205
86,62,34,204,204,204
87,63,34,204,204,204
88,64,34,205,205,205
89,65,34,206,206,206
90,66,34,211,211,211
91,67,34,210,210,210
92,68,34,209,209,209
93,69,34,207,207,207
94,70,34,164,164,164
95,71,34,128,128,128
96,72,34,118,118,118
97,73,34,118,118,118
98,74,34,116,116,116
99,53,35,144,144,144
100,54,35,116,116,116
101,55,35,156,156,156
102,56,35,189,189,189
103,57,35,194,194,194
104,58,35,196,196,196
105,59,35,196,196,196
106,60,35,203,203,203
107,61,35,210,210,210
108,62,35,209,209,209
109,63,35,209,209,209
110,64,35,210,210,210
111,65,35,211,211,211
112,66,35,213,213,213
113,67,35,212,212,212
114,68,35,212,212,212
115,69,35,208,208,208
116,70,35,179,179,179
117,71,35,146,146,146
118,72,35,126,126,126
119,73,35,125,125,125
120,74,35,130,130,130
