 ,X,Y,Red,Green,Blue
1,29,18,60,60,60
2,30,18,68,68,68
3,31,18,77,77,77
4,32,18,80,80,80
5,33,18,79,79,79
6,34,18,77,77,77
7,35,18,67,67,67
8,36,18,68,68,68
9,37,18,70,70,70
10,38,18,73,73,73
11,39,18,75,75,75
12,40,18,76,76,76
13,41,18,78,78,78
14,42,18,81,81,81
15,28,19,70,70,70
16,29,19,78,78,78
17,30,19,95,95,95
18,31,19,101,101,101
19,32,19,104,104,104
20,33,19,107,107,107
21,34,19,103,103,103
22,35,19,95,95,95
23,36,19,95,95,95
24,37,19,101,101,101
25,38,19,98,98,98
26,39,19,100,100,100
27,40,19,96,96,96
28,41,19,91,91,91
29,27,20,77,77,77
30,28,20,92,92,92
31,29,20,101,101,101
32,30,20,111,111,111
33,31,20,115,115,115
34,32,20,114,114,114
35,33,20,116,116,116
36,34,20,118,118,118
37,35,20,114,114,114
38,36,20,120,120,120
39,37,20,117,117,117
40,38,20,115,115,115
41,39,20,115,115,115
42,40,20,101,101,101
43,26,21,80,80,80
44,27,21,90,90,90
45,28,21,102,102,102
46,29,21,107,107,107
47,30,21,117,117,117
48,31,21,118,118,118
49,32,21,120,120,120
50,33,21,120,120,120
51,34,21,121,121,121
52,35,21,119,119,119
53,36,21,124,124,124
54,37,21,124,124,124
55,38,21,116,116,116
56,39,21,103,103,103
