 ,X,Y,Red,Green,Blue
1,46,51,136,136,136
2,47,51,134,134,134
3,48,51,136,136,136
4,49,51,139,139,139
5,50,51,137,137,137
6,51,51,135,135,135
7,52,51,138,138,138
8,53,51,140,140,140
9,54,51,144,144,144
10,55,51,153,153,153
11,56,51,154,154,154
12,57,51,155,155,155
13,58,51,156,156,156
14,59,51,157,157,157
15,60,51,161,161,161
16,61,51,165,165,165
17,62,51,163,163,163
18,63,51,164,164,164
19,64,51,168,168,168
20,65,51,167,167,167
21,66,51,154,154,154
22,67,51,153,153,153
23,68,51,156,156,156
24,69,51,155,155,155
25,70,51,160,160,160
26,71,51,163,163,163
27,72,51,165,165,165
28,45,52,149,149,149
29,46,52,126,126,126
30,47,52,166,166,166
31,48,52,176,176,176
32,49,52,178,178,178
33,50,52,175,175,175
34,51,52,176,176,176
35,52,52,178,178,178
36,53,52,179,179,179
37,54,52,183,183,183
38,55,52,184,184,184
39,56,52,187,187,187
40,57,52,186,186,186
41,58,52,187,187,187
42,59,52,188,188,188
43,60,52,190,190,190
44,61,52,191,191,191
45,62,52,189,189,189
46,63,52,190,190,190
47,64,52,189,189,189
48,65,52,183,183,183
49,66,52,140,140,140
50,67,52,129,129,129
51,68,52,130,130,130
52,69,52,132,132,132
53,70,52,134,134,134
54,71,52,134,134,134
55,72,52,140,140,140
56,45,53,120,120,120
57,46,53,125,125,125
58,47,53,171,171,171
59,48,53,180,180,180
60,49,53,182,182,182
61,50,53,180,180,180
62,51,53,184,184,184
63,52,53,184,184,184
64,53,53,189,189,189
65,54,53,190,190,190
66,55,53,193,193,193
67,56,53,194,194,194
68,57,53,195,195,195
69,58,53,196,196,196
70,59,53,193,193,193
71,60,53,196,196,196
72,61,53,197,197,197
73,62,53,195,195,195
74,63,53,197,197,197
75,64,53,196,196,196
76,65,53,184,184,184
77,66,53,141,141,141
78,67,53,132,132,132
79,68,53,130,130,130
80,69,53,129,129,129
81,70,53,132,132,132
82,71,53,139,139,139
83,72,53,151,151,151
84,44,54,153,153,153
85,45,54,103,103,103
86,46,54,138,138,138
87,47,54,177,177,177
88,48,54,182,182,182
89,49,54,183,183,183
90,50,54,183,183,183
91,51,54,184,184,184
92,52,54,187,187,187
93,53,54,189,189,189
94,54,54,189,189,189
95,55,54,191,191,191
96,56,54,191,191,191
97,57,54,193,193,193
98,58,54,193,193,193
99,59,54,195,195,195
100,60,54,194,194,194
101,61,54,196,196,196
102,62,54,195,195,195
103,63,54,196,196,196
104,64,54,195,195,195
105,65,54,181,181,181
106,66,54,138,138,138
107,67,54,130,130,130
108,68,54,130,130,130
109,69,54,130,130,130
