 ,X,Y,Red,Green,Blue
1,77,30,163,163,163
2,78,30,143,143,143
3,79,30,144,144,144
4,80,30,148,148,148
5,81,30,161,161,161
6,82,30,187,187,187
7,83,30,188,188,188
8,84,30,187,187,187
9,85,30,185,185,185
10,86,30,183,183,183
11,87,30,183,183,183
12,88,30,178,178,178
13,89,30,179,179,179
14,90,30,181,181,181
15,91,30,177,177,177
16,92,30,172,172,172
17,93,30,176,176,176
18,94,30,176,176,176
19,95,30,173,173,173
20,96,30,170,170,170
21,77,31,161,161,161
22,78,31,139,139,139
23,79,31,143,143,143
24,80,31,150,150,150
25,81,31,178,178,178
26,82,31,211,211,211
27,83,31,214,214,214
28,84,31,216,216,216
29,85,31,213,213,213
30,86,31,211,211,211
31,87,31,214,214,214
32,88,31,209,209,209
33,89,31,208,208,208
34,90,31,207,207,207
35,91,31,205,205,205
36,92,31,203,203,203
37,93,31,206,206,206
38,94,31,200,200,200
39,95,31,183,183,183
40,96,31,146,146,146
41,97,31,152,152,152
42,77,32,167,167,167
43,78,32,145,145,145
44,79,32,151,151,151
45,80,32,155,155,155
46,81,32,189,189,189
47,82,32,216,216,216
48,83,32,223,223,223
49,84,32,220,220,220
50,85,32,222,222,222
51,86,32,220,220,220
52,87,32,220,220,220
53,88,32,218,218,218
54,89,32,220,220,220
55,90,32,218,218,218
56,91,32,215,215,215
57,92,32,217,217,217
58,93,32,220,220,220
59,94,32,222,222,222
60,95,32,204,204,204
61,96,32,156,156,156
62,97,32,147,147,147
63,77,33,162,162,162
64,78,33,138,138,138
65,79,33,148,148,148
66,80,33,158,158,158
67,81,33,195,195,195
68,82,33,220,220,220
69,83,33,222,222,222
70,84,33,224,224,224
71,85,33,225,225,225
72,86,33,225,225,225
73,87,33,224,224,224
74,88,33,223,223,223
75,89,33,224,224,224
76,90,33,223,223,223
77,91,33,222,222,222
78,92,33,223,223,223
79,93,33,227,227,227
80,94,33,223,223,223
81,95,33,215,215,215
82,96,33,165,165,165
83,97,33,152,152,152
84,77,34,153,153,153
85,78,34,126,126,126
86,79,34,136,136,136
87,80,34,152,152,152
88,81,34,194,194,194
89,82,34,217,217,217
90,83,34,223,223,223
91,84,34,225,225,225
92,85,34,228,228,228
93,86,34,227,227,227
94,87,34,227,227,227
95,88,34,227,227,227
96,89,34,229,229,229
97,90,34,228,228,228
98,91,34,225,225,225
99,92,34,229,229,229
100,93,34,227,227,227
101,94,34,227,227,227
102,95,34,222,222,222
103,96,34,178,178,178
104,97,34,151,151,151
105,98,34,159,159,159
106,77,35,145,145,145
107,78,35,126,126,126
108,79,35,132,132,132
109,80,35,151,151,151
110,81,35,201,201,201
111,82,35,218,218,218
112,83,35,219,219,219
113,84,35,224,224,224
114,85,35,224,224,224
115,86,35,227,227,227
116,87,35,228,228,228
117,88,35,230,230,230
118,89,35,229,229,229
119,90,35,228,228,228
120,91,35,227,227,227
121,92,35,231,231,231
122,93,35,230,230,230
123,94,35,231,231,231
124,95,35,227,227,227
125,96,35,192,192,192
126,97,35,154,154,154
127,98,35,148,148,148
128,77,36,153,153,153
129,78,36,140,140,140
130,79,36,155,155,155
131,80,36,181,181,181
132,81,36,210,210,210
133,82,36,220,220,220
134,83,36,221,221,221
135,84,36,223,223,223
136,85,36,225,225,225
137,86,36,226,226,226
138,87,36,226,226,226
139,88,36,230,230,230
140,89,36,227,227,227
141,90,36,225,225,225
142,91,36,224,224,224
143,92,36,229,229,229
144,93,36,233,233,233
145,94,36,232,232,232
146,95,36,232,232,232
147,96,36,206,206,206
148,97,36,155,155,155
149,98,36,148,148,148
150,77,37,195,195,195
151,78,37,194,194,194
152,79,37,199,199,199
153,80,37,196,196,196
154,81,37,204,204,204
155,82,37,205,205,205
156,83,37,207,207,207
157,84,37,209,209,209
158,85,37,211,211,211
159,86,37,215,215,215
160,87,37,212,212,212
161,88,37,213,213,213
162,89,37,211,211,211
163,90,37,210,210,210
164,91,37,213,213,213
165,92,37,217,217,217
166,93,37,221,221,221
167,94,37,224,224,224
168,95,37,223,223,223
169,96,37,211,211,211
170,97,37,163,163,163
171,98,37,149,149,149
172,99,37,156,156,156
