 ,X,Y,Red,Green,Blue
1,38,69,129,129,129
2,39,69,113,113,113
3,40,69,115,115,115
4,41,69,117,117,117
5,42,69,115,115,115
6,43,69,118,118,118
7,44,69,122,122,122
8,45,69,123,123,123
9,46,69,127,127,127
10,37,70,149,149,149
11,38,70,100,100,100
12,39,70,88,88,88
13,40,70,88,88,88
14,41,70,90,90,90
15,42,70,91,91,91
16,43,70,90,90,90
17,44,70,87,87,87
18,45,70,85,85,85
19,46,70,89,89,89
20,47,70,93,93,93
21,48,70,98,98,98
22,49,70,97,97,97
23,50,70,94,94,94
24,51,70,96,96,96
25,52,70,104,104,104
26,53,70,107,107,107
27,54,70,109,109,109
28,55,70,112,112,112
29,56,70,116,116,116
30,57,70,116,116,116
31,58,70,116,116,116
32,59,70,116,116,116
33,60,70,120,120,120
34,61,70,126,126,126
35,62,70,127,127,127
36,63,70,128,128,128
37,37,71,130,130,130
38,38,71,80,80,80
39,39,71,84,84,84
40,40,71,84,84,84
41,41,71,87,87,87
42,42,71,87,87,87
43,43,71,84,84,84
44,44,71,83,83,83
45,45,71,81,81,81
46,46,71,82,82,82
47,47,71,87,87,87
48,48,71,90,90,90
49,49,71,92,92,92
50,50,71,89,89,89
51,51,71,89,89,89
52,52,71,95,95,95
53,53,71,94,94,94
54,54,71,96,96,96
55,55,71,95,95,95
56,56,71,98,98,98
57,57,71,99,99,99
58,58,71,99,99,99
59,59,71,99,99,99
60,60,71,99,99,99
61,61,71,103,103,103
62,62,71,101,101,101
63,63,71,101,101,101
64,64,71,103,103,103
65,65,71,105,105,105
66,66,71,108,108,108
67,67,71,109,109,109
68,68,71,111,111,111
69,69,71,113,113,113
70,70,71,115,115,115
71,71,71,117,117,117
72,72,71,137,137,137
73,37,72,110,110,110
74,38,72,76,76,76
75,39,72,85,85,85
76,40,72,85,85,85
77,41,72,87,87,87
78,42,72,86,86,86
79,43,72,85,85,85
80,44,72,82,82,82
81,45,72,80,80,80
82,46,72,82,82,82
83,47,72,87,87,87
84,48,72,87,87,87
85,49,72,91,91,91
86,50,72,87,87,87
87,51,72,88,88,88
88,52,72,94,94,94
89,53,72,93,93,93
90,54,72,95,95,95
91,55,72,94,94,94
92,56,72,97,97,97
93,57,72,98,98,98
94,58,72,98,98,98
95,59,72,97,97,97
96,60,72,96,96,96
97,61,72,99,99,99
98,62,72,97,97,97
99,63,72,98,98,98
100,64,72,100,100,100
101,65,72,101,101,101
102,66,72,102,102,102
103,67,72,106,106,106
104,68,72,103,103,103
105,69,72,106,106,106
106,70,72,109,109,109
107,71,72,112,112,112
108,72,72,135,135,135
109,36,73,142,142,142
110,37,73,87,87,87
111,38,73,74,74,74
112,39,73,85,85,85
113,40,73,82,82,82
114,41,73,87,87,87
115,42,73,83,83,83
116,43,73,83,83,83
117,44,73,82,82,82
118,45,73,80,80,80
119,46,73,83,83,83
120,47,73,88,88,88
