 ,X,Y,Red,Green,Blue
1,129,39,112,112,112
2,130,39,97,97,97
3,131,39,90,90,90
4,132,39,92,92,92
5,133,39,87,87,87
6,134,39,87,87,87
7,135,39,84,84,84
8,136,39,84,84,84
9,137,39,89,89,89
10,138,39,92,92,92
11,139,39,90,90,90
12,140,39,87,87,87
13,141,39,88,88,88
14,142,39,90,90,90
15,143,39,94,94,94
16,144,39,97,97,97
17,130,40,93,93,93
18,131,40,72,72,72
19,132,40,65,65,65
20,133,40,65,65,65
21,134,40,67,67,67
22,135,40,66,66,66
23,136,40,65,65,65
24,137,40,67,67,67
25,138,40,74,74,74
26,139,40,77,77,77
27,140,40,75,75,75
28,141,40,75,75,75
29,142,40,75,75,75
30,143,40,81,81,81
31,144,40,83,83,83
32,145,40,85,85,85
33,131,41,89,89,89
34,132,41,66,66,66
35,133,41,61,61,61
36,134,41,56,56,56
37,135,41,56,56,56
38,136,41,54,54,54
39,137,41,60,60,60
40,138,41,62,62,62
41,139,41,61,61,61
42,140,41,62,62,62
43,141,41,66,66,66
44,142,41,63,63,63
45,143,41,69,69,69
46,144,41,67,67,67
47,145,41,63,63,63
48,146,41,77,77,77
49,132,42,74,74,74
50,133,42,65,65,65
51,134,42,57,57,57
52,135,42,59,59,59
53,136,42,54,54,54
54,137,42,59,59,59
55,138,42,62,62,62
56,139,42,62,62,62
57,140,42,60,60,60
58,141,42,63,63,63
59,142,42,61,61,61
60,143,42,60,60,60
61,144,42,62,62,62
62,145,42,60,60,60
63,146,42,67,67,67
64,147,42,81,81,81
65,132,43,98,98,98
66,133,43,67,67,67
67,134,43,61,61,61
68,135,43,62,62,62
69,136,43,55,55,55
70,137,43,64,64,64
71,138,43,67,67,67
72,139,43,65,65,65
73,140,43,64,64,64
74,141,43,67,67,67
75,142,43,59,59,59
76,143,43,65,65,65
77,144,43,63,63,63
78,145,43,60,60,60
79,146,43,69,69,69
80,147,43,73,73,73
81,148,43,80,80,80
82,149,43,98,98,98
83,133,44,87,87,87
84,134,44,65,65,65
85,135,44,61,61,61
86,136,44,61,61,61
87,137,44,65,65,65
88,138,44,67,67,67
89,139,44,65,65,65
90,140,44,65,65,65
91,141,44,66,66,66
92,142,44,64,64,64
93,143,44,66,66,66
94,144,44,61,61,61
95,145,44,61,61,61
96,146,44,62,62,62
97,147,44,65,65,65
98,148,44,65,65,65
99,149,44,82,82,82
100,150,44,93,93,93
101,134,45,78,78,78
102,135,45,67,67,67
103,136,45,61,61,61
104,137,45,67,67,67
105,138,45,71,71,71
106,139,45,69,69,69
107,140,45,67,67,67
108,141,45,71,71,71
109,142,45,62,62,62
110,143,45,64,64,64
111,144,45,63,63,63
112,145,45,61,61,61
113,146,45,65,65,65
114,147,45,70,70,70
115,148,45,72,72,72
116,149,45,69,69,69
117,150,45,78,78,78
118,151,45,96,96,96
119,135,46,78,78,78
120,136,46,63,63,63
121,137,46,67,67,67
122,138,46,71,71,71
123,139,46,68,68,68
124,140,46,74,74,74
125,141,46,66,66,66
126,142,46,66,66,66
127,143,46,70,70,70
128,144,46,63,63,63
129,145,46,66,66,66
130,146,46,71,71,71
131,147,46,72,72,72
132,148,46,71,71,71
133,149,46,70,70,70
134,150,46,71,71,71
135,151,46,82,82,82
136,152,46,96,96,96
