 ,X,Y,Red,Green,Blue
1,86,62,110,110,110
2,87,62,85,85,85
3,88,62,83,83,83
4,89,62,79,79,79
5,90,62,76,76,76
6,91,62,80,80,80
7,92,62,77,77,77
8,93,62,77,77,77
9,94,62,81,81,81
10,95,62,105,105,105
11,96,62,109,109,109
12,97,62,108,108,108
13,98,62,109,109,109
14,99,62,109,109,109
15,100,62,112,112,112
16,101,62,114,114,114
17,102,62,117,117,117
18,103,62,118,118,118
19,104,62,121,121,121
20,105,62,121,121,121
21,106,62,125,125,125
22,107,62,122,122,122
23,108,62,123,123,123
24,109,62,122,122,122
25,110,62,127,127,127
26,111,62,121,121,121
27,112,62,120,120,120
28,113,62,108,108,108
29,86,63,105,105,105
30,87,63,90,90,90
31,88,63,89,89,89
32,89,63,76,76,76
33,90,63,71,71,71
34,91,63,71,71,71
35,92,63,73,73,73
36,93,63,65,65,65
37,94,63,78,78,78
38,95,63,122,122,122
39,96,63,134,134,134
40,97,63,133,133,133
41,98,63,134,134,134
42,99,63,136,136,136
43,100,63,138,138,138
44,101,63,140,140,140
45,102,63,143,143,143
46,103,63,141,141,141
47,104,63,142,142,142
48,105,63,146,146,146
49,106,63,146,146,146
50,107,63,144,144,144
51,108,63,145,145,145
52,109,63,147,147,147
53,110,63,142,142,142
54,111,63,143,143,143
55,112,63,131,131,131
56,113,63,106,106,106
57,114,63,109,109,109
58,86,64,101,101,101
59,87,64,82,82,82
60,88,64,74,74,74
61,89,64,69,69,69
62,90,64,69,69,69
63,91,64,67,67,67
64,92,64,69,69,69
65,93,64,65,65,65
66,94,64,87,87,87
67,95,64,125,125,125
68,96,64,133,133,133
69,97,64,138,138,138
70,98,64,135,135,135
71,99,64,136,136,136
72,100,64,142,142,142
73,101,64,146,146,146
74,102,64,148,148,148
75,103,64,146,146,146
76,104,64,145,145,145
77,105,64,146,146,146
78,106,64,145,145,145
79,107,64,146,146,146
80,108,64,144,144,144
81,109,64,143,143,143
82,110,64,146,146,146
83,111,64,146,146,146
84,112,64,140,140,140
85,113,64,105,105,105
86,114,64,100,100,100
87,86,65,97,97,97
88,87,65,75,75,75
89,88,65,73,73,73
90,89,65,68,68,68
91,90,65,75,75,75
92,91,65,71,71,71
93,92,65,67,67,67
94,93,65,70,70,70
95,94,65,88,88,88
96,95,65,126,126,126
97,96,65,135,135,135
98,97,65,139,139,139
99,98,65,136,136,136
100,99,65,142,142,142
101,100,65,141,141,141
102,101,65,146,146,146
103,102,65,149,149,149
104,103,65,148,148,148
105,104,65,151,151,151
106,105,65,149,149,149
107,106,65,149,149,149
108,107,65,148,148,148
109,108,65,148,148,148
110,109,65,146,146,146
111,110,65,145,145,145
112,111,65,146,146,146
113,112,65,142,142,142
114,113,65,109,109,109
115,114,65,97,97,97
116,86,66,92,92,92
117,87,66,71,71,71
118,88,66,73,73,73
119,89,66,74,74,74
120,90,66,71,71,71
121,91,66,74,74,74
122,92,66,71,71,71
123,93,66,69,69,69
124,94,66,95,95,95
125,95,66,131,131,131
126,96,66,135,135,135
127,97,66,136,136,136
128,98,66,134,134,134
129,99,66,135,135,135
130,100,66,143,143,143
131,101,66,146,146,146
132,102,66,146,146,146
133,103,66,147,147,147
134,104,66,147,147,147
135,105,66,150,150,150
136,106,66,151,151,151
137,107,66,147,147,147
138,108,66,146,146,146
139,109,66,147,147,147
140,110,66,145,145,145
141,111,66,145,145,145
142,112,66,145,145,145
143,113,66,113,113,113
144,114,66,97,97,97
145,115,66,91,91,91
146,86,67,91,91,91
147,87,67,75,75,75
148,88,67,85,85,85
149,89,67,87,87,87
150,90,67,75,75,75
151,91,67,78,78,78
152,92,67,71,71,71
153,93,67,76,76,76
154,94,67,103,103,103
155,95,67,130,130,130
156,96,67,136,136,136
157,97,67,136,136,136
158,98,67,136,136,136
159,99,67,139,139,139
160,100,67,139,139,139
161,101,67,146,146,146
162,102,67,144,144,144
163,103,67,145,145,145
164,104,67,150,150,150
165,105,67,149,149,149
166,106,67,150,150,150
167,107,67,146,146,146
168,108,67,149,149,149
169,109,67,148,148,148
170,110,67,149,149,149
171,111,67,146,146,146
172,112,67,146,146,146
173,113,67,122,122,122
174,114,67,93,93,93
175,115,67,79,79,79
176,86,68,96,96,96
177,87,68,87,87,87
178,88,68,80,80,80
179,89,68,78,78,78
180,90,68,77,77,77
181,91,68,75,75,75
182,92,68,73,73,73
183,93,68,74,74,74
184,94,68,108,108,108
185,95,68,133,133,133
186,96,68,135,135,135
187,97,68,135,135,135
188,98,68,135,135,135
189,99,68,135,135,135
190,100,68,142,142,142
191,101,68,141,141,141
192,102,68,145,145,145
193,103,68,144,144,144
194,104,68,150,150,150
195,105,68,149,149,149
196,106,68,149,149,149
197,107,68,147,147,147
198,108,68,145,145,145
199,109,68,146,146,146
200,110,68,146,146,146
201,111,68,144,144,144
202,112,68,144,144,144
203,113,68,129,129,129
204,114,68,93,93,93
205,115,68,78,78,78
206,86,69,97,97,97
207,87,69,82,82,82
208,88,69,78,78,78
209,89,69,78,78,78
210,90,69,74,74,74
211,91,69,75,75,75
212,92,69,74,74,74
213,93,69,76,76,76
214,94,69,110,110,110
215,95,69,130,130,130
216,96,69,133,133,133
217,97,69,134,134,134
218,98,69,138,138,138
219,99,69,137,137,137
220,100,69,141,141,141
221,101,69,145,145,145
222,102,69,141,141,141
223,103,69,144,144,144
224,104,69,148,148,148
225,105,69,146,146,146
226,106,69,150,150,150
227,107,69,149,149,149
228,108,69,145,145,145
229,109,69,145,145,145
230,110,69,144,144,144
231,111,69,144,144,144
232,112,69,147,147,147
233,113,69,137,137,137
234,114,69,97,97,97
235,115,69,76,76,76
236,116,69,84,84,84
237,86,70,94,94,94
238,87,70,77,77,77
239,88,70,77,77,77
240,89,70,78,78,78
241,90,70,74,74,74
242,91,70,75,75,75
243,92,70,71,71,71
244,93,70,80,80,80
245,94,70,114,114,114
246,95,70,136,136,136
247,96,70,136,136,136
248,97,70,133,133,133
249,98,70,134,134,134
250,99,70,136,136,136
251,100,70,141,141,141
252,101,70,145,145,145
253,102,70,145,145,145
254,103,70,141,141,141
255,104,70,145,145,145
256,105,70,146,146,146
257,106,70,148,148,148
258,107,70,148,148,148
259,108,70,146,146,146
260,109,70,144,144,144
261,110,70,144,144,144
262,111,70,148,148,148
263,112,70,146,146,146
264,113,70,141,141,141
265,114,70,104,104,104
266,115,70,75,75,75
267,116,70,75,75,75
268,86,71,97,97,97
269,87,71,75,75,75
270,88,71,74,74,74
271,89,71,75,75,75
272,90,71,71,71,71
273,91,71,74,74,74
274,92,71,67,67,67
275,93,71,78,78,78
276,94,71,122,122,122
277,95,71,129,129,129
278,96,71,134,134,134
279,97,71,138,138,138
280,98,71,134,134,134
281,99,71,138,138,138
282,100,71,140,140,140
283,101,71,143,143,143
284,102,71,145,145,145
285,103,71,145,145,145
286,104,71,146,146,146
287,105,71,146,146,146
288,106,71,149,149,149
289,107,71,145,145,145
290,108,71,143,143,143
291,109,71,141,141,141
292,110,71,142,142,142
293,111,71,141,141,141
294,112,71,145,145,145
295,113,71,139,139,139
296,114,71,113,113,113
297,115,71,78,78,78
298,116,71,74,74,74
299,86,72,100,100,100
300,87,72,78,78,78
301,88,72,75,75,75
302,89,72,73,73,73
303,90,72,74,74,74
304,91,72,75,75,75
305,92,72,78,78,78
306,93,72,87,87,87
307,94,72,125,125,125
308,95,72,134,134,134
309,96,72,137,137,137
310,97,72,135,135,135
311,98,72,132,132,132
312,99,72,133,133,133
313,100,72,139,139,139
314,101,72,140,140,140
315,102,72,144,144,144
316,103,72,142,142,142
317,104,72,145,145,145
318,105,72,145,145,145
319,106,72,147,147,147
320,107,72,150,150,150
321,108,72,143,143,143
322,109,72,140,140,140
323,110,72,145,145,145
324,111,72,145,145,145
325,112,72,142,142,142
326,113,72,142,142,142
327,114,72,122,122,122
328,115,72,84,84,84
329,116,72,71,71,71
330,117,72,69,69,69
331,86,73,92,92,92
332,87,73,74,74,74
333,88,73,78,78,78
334,89,73,75,75,75
335,90,73,78,78,78
336,91,73,76,76,76
337,92,73,79,79,79
338,93,73,91,91,91
339,94,73,126,126,126
340,95,73,132,132,132
341,96,73,133,133,133
342,97,73,134,134,134
343,98,73,132,132,132
344,99,73,138,138,138
345,100,73,138,138,138
346,101,73,142,142,142
347,102,73,140,140,140
348,103,73,141,141,141
349,104,73,145,145,145
350,105,73,143,143,143
351,106,73,146,146,146
352,107,73,146,146,146
353,108,73,145,145,145
354,109,73,142,142,142
355,110,73,141,141,141
356,111,73,143,143,143
357,112,73,141,141,141
358,113,73,138,138,138
359,114,73,131,131,131
360,115,73,88,88,88
361,116,73,78,78,78
362,117,73,64,64,64
363,86,74,92,92,92
364,87,74,78,78,78
365,88,74,76,76,76
366,89,74,78,78,78
367,90,74,81,81,81
368,91,74,77,77,77
369,92,74,78,78,78
370,93,74,95,95,95
371,94,74,130,130,130
372,95,74,135,135,135
373,96,74,135,135,135
374,97,74,133,133,133
375,98,74,130,130,130
376,99,74,134,134,134
377,100,74,139,139,139
378,101,74,142,142,142
379,102,74,141,141,141
380,103,74,145,145,145
381,104,74,144,144,144
382,105,74,142,142,142
383,106,74,146,146,146
384,107,74,145,145,145
385,108,74,144,144,144
386,109,74,145,145,145
387,110,74,146,146,146
388,111,74,142,142,142
389,112,74,145,145,145
390,113,74,140,140,140
391,114,74,135,135,135
392,115,74,89,89,89
393,116,74,70,70,70
394,117,74,58,58,58
395,86,75,97,97,97
396,87,75,83,83,83
397,88,75,86,86,86
398,89,75,90,90,90
399,90,75,88,88,88
400,91,75,80,80,80
401,92,75,80,80,80
402,93,75,105,105,105
403,94,75,131,131,131
404,95,75,133,133,133
405,96,75,134,134,134
406,97,75,138,138,138
407,98,75,133,133,133
408,99,75,134,134,134
409,100,75,137,137,137
410,101,75,139,139,139
411,102,75,140,140,140
412,103,75,142,142,142
413,104,75,141,141,141
414,105,75,146,146,146
415,106,75,141,141,141
416,107,75,143,143,143
417,108,75,141,141,141
418,109,75,143,143,143
419,110,75,141,141,141
420,111,75,144,144,144
421,112,75,145,145,145
422,113,75,142,142,142
423,114,75,136,136,136
424,115,75,93,93,93
425,116,75,77,77,77
426,117,75,61,61,61
427,118,75,62,62,62
428,86,76,100,100,100
429,87,76,89,89,89
430,88,76,83,83,83
431,89,76,79,79,79
432,90,76,80,80,80
433,91,76,75,75,75
434,92,76,78,78,78
435,93,76,106,106,106
436,94,76,133,133,133
437,95,76,133,133,133
438,96,76,134,134,134
439,97,76,133,133,133
440,98,76,131,131,131
441,99,76,134,134,134
442,100,76,136,136,136
443,101,76,138,138,138
444,102,76,138,138,138
445,103,76,137,137,137
446,104,76,142,142,142
447,105,76,142,142,142
448,106,76,145,145,145
449,107,76,139,139,139
450,108,76,141,141,141
451,109,76,141,141,141
452,110,76,141,141,141
453,111,76,141,141,141
454,112,76,141,141,141
455,113,76,137,137,137
456,114,76,138,138,138
457,115,76,97,97,97
458,116,76,75,75,75
459,117,76,58,58,58
460,118,76,56,56,56
461,86,77,96,96,96
462,87,77,80,80,80
463,88,77,74,74,74
464,89,77,76,76,76
465,90,77,75,75,75
466,91,77,75,75,75
467,92,77,81,81,81
468,93,77,110,110,110
469,94,77,132,132,132
470,95,77,132,132,132
471,96,77,133,133,133
472,97,77,134,134,134
473,98,77,128,128,128
474,99,77,133,133,133
475,100,77,135,135,135
476,101,77,137,137,137
477,102,77,133,133,133
478,103,77,130,130,130
479,104,77,134,134,134
480,105,77,133,133,133
481,106,77,137,137,137
482,107,77,136,136,136
483,108,77,135,135,135
484,109,77,137,137,137
485,110,77,137,137,137
486,111,77,138,138,138
487,112,77,141,141,141
488,113,77,137,137,137
489,114,77,138,138,138
490,115,77,102,102,102
491,116,77,69,69,69
492,117,77,54,54,54
493,118,77,50,50,50
494,86,78,89,89,89
495,87,78,77,77,77
496,88,78,75,75,75
497,89,78,75,75,75
498,90,78,75,75,75
499,91,78,74,74,74
500,92,78,83,83,83
501,93,78,108,108,108
502,94,78,118,118,118
503,95,78,118,118,118
504,96,78,122,122,122
505,97,78,120,120,120
506,98,78,118,118,118
507,99,78,117,117,117
508,100,78,120,120,120
509,101,78,118,118,118
510,102,78,116,116,116
511,103,78,118,118,118
512,104,78,117,117,117
513,105,78,118,118,118
514,106,78,122,122,122
515,107,78,120,120,120
516,108,78,112,112,112
517,109,78,117,117,117
518,110,78,119,119,119
519,111,78,113,113,113
520,112,78,118,118,118
521,113,78,119,119,119
