 ,X,Y,Red,Green,Blue
1,103,28,121,121,121
2,104,28,97,97,97
3,105,28,91,91,91
4,106,28,83,83,83
5,107,28,83,83,83
6,108,28,73,73,73
7,109,28,71,71,71
8,110,28,71,71,71
9,111,28,65,65,65
10,112,28,68,68,68
11,113,28,64,64,64
12,114,28,69,69,69
13,115,28,63,63,63
14,116,28,65,65,65
15,117,28,67,67,67
16,104,29,101,101,101
17,105,29,89,89,89
18,106,29,81,81,81
19,107,29,81,81,81
20,108,29,73,73,73
21,109,29,71,71,71
22,110,29,68,68,68
23,111,29,65,65,65
24,112,29,64,64,64
25,113,29,62,62,62
26,114,29,69,69,69
27,115,29,61,61,61
28,116,29,62,62,62
29,117,29,61,61,61
30,118,29,68,68,68
31,105,30,93,93,93
32,106,30,89,89,89
33,107,30,84,84,84
34,108,30,77,77,77
35,109,30,73,73,73
36,110,30,70,70,70
37,111,30,70,70,70
38,112,30,67,67,67
39,113,30,70,70,70
40,114,30,71,71,71
41,115,30,65,65,65
42,116,30,64,64,64
43,117,30,62,62,62
44,118,30,65,65,65
45,119,30,69,69,69
