 ,X,Y,Red,Green,Blue
1,106,32,107,107,107
2,107,32,109,109,109
3,108,32,121,121,121
4,109,32,118,118,118
5,110,32,114,114,114
6,111,32,114,114,114
7,112,32,111,111,111
8,113,32,106,106,106
9,114,32,108,108,108
10,115,32,104,104,104
11,116,32,104,104,104
12,117,32,101,101,101
13,118,32,101,101,101
14,119,32,97,97,97
15,120,32,97,97,97
16,107,33,85,85,85
17,108,33,117,117,117
18,109,33,133,133,133
19,110,33,138,138,138
20,111,33,141,141,141
21,112,33,140,140,140
22,113,33,140,140,140
23,114,33,142,142,142
24,115,33,135,135,135
25,116,33,135,135,135
26,117,33,134,134,134
27,118,33,135,135,135
28,119,33,127,127,127
29,120,33,122,122,122
30,121,33,89,89,89
31,107,34,78,78,78
32,108,34,93,93,93
33,109,34,130,130,130
34,110,34,139,139,139
35,111,34,143,143,143
36,112,34,142,142,142
37,113,34,144,144,144
38,114,34,149,149,149
39,115,34,142,142,142
40,116,34,146,146,146
41,117,34,140,140,140
42,118,34,141,141,141
43,119,34,140,140,140
44,120,34,137,137,137
45,121,34,108,108,108
46,122,34,80,80,80
47,108,35,77,77,77
48,109,35,117,117,117
49,110,35,138,138,138
50,111,35,144,144,144
51,112,35,144,144,144
52,113,35,145,145,145
53,114,35,152,152,152
54,115,35,141,141,141
55,116,35,147,147,147
56,117,35,142,142,142
57,118,35,148,148,148
58,119,35,142,142,142
59,120,35,138,138,138
60,121,35,137,137,137
61,122,35,97,97,97
62,123,35,76,76,76
63,108,36,78,78,78
64,109,36,92,92,92
65,110,36,134,134,134
66,111,36,143,143,143
67,112,36,142,142,142
68,113,36,141,141,141
69,114,36,145,145,145
70,115,36,142,142,142
71,116,36,148,148,148
72,117,36,141,141,141
73,118,36,143,143,143
74,119,36,141,141,141
75,120,36,140,140,140
76,121,36,138,138,138
77,122,36,129,129,129
78,123,36,92,92,92
79,124,36,88,88,88
80,108,37,89,89,89
81,109,37,83,83,83
82,110,37,116,116,116
83,111,37,130,130,130
84,112,37,132,132,132
85,113,37,129,129,129
86,114,37,136,136,136
87,115,37,130,130,130
88,116,37,137,137,137
89,117,37,133,133,133
90,118,37,137,137,137
91,119,37,130,130,130
92,120,37,129,129,129
93,121,37,131,131,131
94,122,37,129,129,129
95,123,37,117,117,117
96,124,37,83,83,83
97,125,37,96,96,96
98,109,38,105,105,105
99,110,38,108,108,108
100,111,38,110,110,110
101,112,38,113,113,113
102,113,38,112,112,112
103,114,38,115,115,115
104,115,38,113,113,113
105,116,38,113,113,113
106,117,38,106,106,106
107,118,38,110,110,110
108,119,38,103,103,103
109,120,38,104,104,104
110,121,38,101,101,101
111,122,38,100,100,100
112,123,38,100,100,100
113,124,38,96,96,96
114,125,38,90,90,90
115,126,38,115,115,115
